NCEP_ID,IGRA_ID,LAT,LON,ELEV,IGRA_LAT,IGRA_LON
80410,VEM00080410,10.07,-69.32,590,10.067,-69.317
80413,VEM00080413,10.25,-67.65,408,10.25,-67.65
80415,VEM00080415,10.6,-66.98,72,10.6,-66.983
80419,VEM00080419,10.12,-64.68,9,10.117,-64.683
80421,VEM00080421,10.92,-63.97,24,10.917,-63.967
80425,VEM00080425,9.82,-70.93,27,9.817,-70.933
80444,VEM00080444,8.15,-63.55,60,8.15,-63.55
80447,VEM00080447,7.85,-72.45,404,7.85,-72.45
80448,VEM00080448,7.23,-70.8,130,7.233,-70.8
80450,VEM00080450,7.9,-67.42,73,7.9,-67.4167
80453,VEM00080453,7.3,-61.45,180,7.3,-61.45
80462,VEM00080462,4.6,-61.12,896,4.6,-61.1167
80476,VEM00080476,10.52,-71.65,26,10.517,-71.65
81202,NSM00081202,5.95,-57.03,4,5.95,-57.033
81225,NSM00081225,5.45,-55.2,16,5.45,-55.2
81250,NSM00081250,3.78,-56.15,288,3.783,-56.15
81251,NSM00081251,2.03,-56.12,243,2.033,-56.117
81253,NSM00081253,3.37,-57.33,148,3.367,-57.333
81401,FGM00081401,5.5,-54.03,4,5.5,-54.033
81402,FGM00081401,5.5,-54.03,4,5.5,-54.033
81405,FGM00081405,4.82,-52.37,9,4.8222,-52.3653
81408,FGM00081408,3.88,-51.8,7,3.883,-51.8
81415,FGM00081415,3.63,-54.03,106,3.633,-54.033
82022,BRM00082022,2.83,-60.7,140,2.8333,-60.7
82099,BRM00082099,0.05,-51.07,17,0.05,-51.0667
82193,BRM00082193,-1.38,-48.48,16,-1.3833,-48.4833
82244,BRM00082244,-2.43,-54.72,72,-2.4333,-54.7167
82281,BRM00082281,-2.6,-44.23,54,-2.6,-44.2333
82332,BRM00082332,-3.15,-59.98,84,-3.15,-59.9833
82400,BRM00082400,-3.85,-32.42,45,-3.85,-32.4167
82533,BRM00082532,-5.82,-61.28,50,-5.8167,-61.2833
82571,BRM00082571,-5.5,-45.27,82,-5.5,-45.267
82579,BRM00082579,-5.05,-42.82,69,-5.05,-42.817
82586,BRM00082586,-5.2,-39.3,199,-5.2,-39.3
82599,BRM00082599,-5.92,-35.25,49,-5.9167,-35.25
82678,BRM00082678,-6.77,-43.02,110,-6.7667,-43.0167
82765,BRM00082765,-7.33,-47.47,185,-7.3333,-47.4667
82784,BRM00082784,-7.32,-39.3,409,-7.317,-39.3
82791,BRM00082791,-7.02,-37.27,249,-7.017,-37.267
82825,BRM00082824,-8.77,-63.92,105,-8.7667,-63.9167
82917,BRM00082917,-10.0,-67.8,143,-10.0,-67.8
82965,BRM00082965,-9.87,-56.1,288,-9.8667,-56.1
82993,BRM00082993,-9.52,-35.78,115,-9.517,-35.783
83063,BRM00083063,-10.7,-48.4,290,-10.7,-48.4
83096,BRM00083096,-10.92,-37.05,6,-10.917,-37.05
83182,BRM00083182,-11.3,-41.87,747,-11.3,-41.867
83236,BRM00083236,-12.15,-45.0,448,-12.15,-45.0
83288,BRM00083288,-13.27,-43.42,439,-13.2667,-43.4167
83361,BRM00083361,-15.6,-56.1,165,-15.6,-56.1
83362,BRM00083362,-15.65,-56.1,182,-15.65,-56.1
83378,BRM00083378,-15.87,-47.93,1061,-15.8667,-47.9333
83498,BRM00083498,-17.73,-39.25,4,-17.7333,-39.25
83612,BRM00083612,-20.47,-54.67,559,-20.4667,-54.6667
83649,BRM00083649,-20.27,-40.28,4,-20.2667,-40.2833
83650,BRM00083650,-20.5,-29.32,21,-20.5,-29.3167
83768,BRM00083768,-23.33,-51.13,570,-23.3333,-51.1333
83780,BRM00083780,-23.62,-46.65,802,-23.617,-46.65
83899,BRM00083899,-27.67,-48.55,5,-27.6667,-48.55
83928,BRM00083928,-29.78,-57.03,74,-29.7833,-57.0333
83937,BRM00083937,-29.72,-53.7,85,-29.7167,-53.7
83971,BRM00083971,-30.0,-51.18,3,-30.0,-51.1833
83981,BRM00083981,-31.35,-54.12,180,-31.35,-54.117
84203,ECM00084203,-2.15,-79.88,4,-2.1581,-79.8839
84204,ECM00084203,-2.15,-79.88,5,-2.1581,-79.8839
84401,PEM00084416,-5.18,-80.6,49,-5.1833,-80.6
85201,BLM00085201,-16.52,-68.18,4014,-16.517,-68.183
85469,CIM00085469,-27.17,-109.43,41,-27.1606,-109.4267
85543,CIM00085543,-32.78,-71.52,3,-32.78,-71.51
87047,ARM00087047,-24.85,-65.48,1216,-24.85,-65.4833
87155,ARM00087155,-27.45,-59.05,53,-27.45,-59.05
87344,ARM00087344,-31.32,-64.22,484,-31.3167,-64.2167
87418,ARM00087418,-32.83,-68.78,705,-32.8333,-68.7833
87576,ARM00087576,-34.82,-58.53,20,-34.8167,-58.5333
87596,ARM00087596,-35.37,-57.28,16,-35.367,-57.283
87623,ARM00087623,-36.57,-64.27,190,-36.5667,-64.2667
87715,ARM00087715,-38.95,-68.13,270,-38.95,-68.1333
87748,ARM00087748,-38.73,-62.17,75,-38.7333,-62.1667
87934,ARM00087934,-53.8,-67.75,10,-53.8,-67.75
88889,FKM00088889,-51.82,-58.45,74,-51.82,-58.4481
88946,ARM00088946,-59.45,-27.27,15,-59.45,-27.267
88952,AYM00089063,-65.25,-64.27,10,-65.25,-64.2667
89055,AYM00089055,-64.23,-56.72,198,-64.2333,-56.7167
89062,AYM00089062,-67.57,-68.13,15,-67.5661,-68.1297
89069,AYM00089063,-65.25,-64.27,11,-65.25,-64.2667
89125,AYM00089125,-80.02,-119.53,1515,-80.017,-119.533
89512,AYM00089512,-70.77,11.83,102,-70.7678,11.8317
89532,AYM00089532,-69.0,39.58,15,-69.0053,39.5811
89542,AYM00089542,-67.67,45.85,40,-67.667,45.85
89564,AYM00089564,-67.6,62.88,14,-67.6017,62.8753
89592,AYM00089592,-66.55,93.02,35,-66.5519,93.0147
89606,AYM00089606,-78.45,106.87,3420,-78.45,106.867
89662,AYM00089662,-74.7,164.1,80,-74.6958,164.0922
89664,AYM00089664,-77.85,166.67,24,-77.85,166.6667
91170,USM00091170,21.48,-158.03,256,21.483,-158.033
91182,USM00091182,21.35,-157.93,2,21.35,-157.933
91190,USM00091190,20.9,-156.43,17,20.899,-156.43
91212,GQM00091212,13.48,144.8,91,13.4767,144.7944
91245,WQM00091245,19.28,166.65,4,19.2833,166.65
91250,RMM00091250,11.35,162.35,4,11.35,162.35
91317,FMM00091317,7.38,143.92,2,7.383,143.917
91434,FMM00091434,1.08,154.77,3,1.083,154.767
91492,KRM00091492,2.0,-157.4,3,2.0,-157.4
91532,NRM00091532,-0.52,166.92,0,-0.5167,166.9167
91541,BPM00091541,-10.7,165.8,22,-10.7,165.8
91554,NHM00091554,-15.52,167.22,41,-15.517,167.217
91557,NHM00091557,-17.7,168.3,20,-17.7,168.3
91558,NHM00091558,-17.75,168.3,18,-17.75,168.3
91568,NHM00091568,-20.23,169.77,6,-20.233,169.767
91577,NCM00091577,-20.57,164.28,23,-20.567,164.283
91592,NCM00091592,-22.27,166.45,69,-22.2761,166.4528
91610,KRM00091610,1.35,172.92,2,1.35,172.9167
91650,FJM00091650,-12.5,177.05,26,-12.5,177.05
91680,FJM00091680,-17.75,177.45,19,-17.75,177.45
91700,KRM00091701,-2.77,-171.72,3,-2.767,-171.717
91701,KRM00091701,-2.77,-171.72,2,-2.767,-171.717
91762,WSM00091762,-13.8,-171.78,2,-13.8,-171.783
91765,AQM00091765,-14.33,-170.72,9,-14.3383,-170.7192
91792,TNM00091792,-21.23,-175.15,41,-21.233,-175.15
91801,CWM00091801,-9.0,-158.05,1,-9.0,-158.05
91925,FPM00091925,-9.8,-139.03,52,-9.8061,-139.0356
91929,FPM00091929,-16.45,-151.75,3,-16.45,-151.75
91938,FPM00091938,-17.55,-149.62,2,-17.5553,-149.6145
91943,FPM00091943,-14.48,-145.03,2,-14.4833,-145.0333
91944,FPM00091944,-18.07,-140.95,2,-18.067,-140.95
91954,FPM00091954,-23.35,-149.48,2,-23.35,-149.4833
91958,FPM00091958,-27.62,-144.33,6,-27.6183,-144.3347
91997,NZM00093997,-29.25,-177.92,49,-29.2447,-177.9289
92014,PPM00094014,-5.22,145.78,5,-5.217,145.783
92035,PPM00092035,-9.38,147.22,58,-9.3833,147.2167
93072,NZM00093072,-36.3,174.7,452,-36.3,174.7
93119,NZM00093119,-37.02,174.8,7,-37.017,174.8
93292,NZM00093291,-38.67,177.98,8,-38.6667,177.9833
93308,NZM00093308,-39.02,174.18,29,-39.0167,174.1833
93334,NZM00093337,-39.47,175.68,821,-39.467,175.683
93337,NZM00093337,-39.47,175.68,821,-39.467,175.683
93417,NZM00093417,-40.9,174.98,12,-40.9044,174.9839
93420,NZM00093417,-40.9,174.98,7,-40.9044,174.9839
93431,NZM00093431,-41.3,174.63,548,-41.3,174.63
93614,NZM00093614,-42.72,170.98,44,-42.7167,170.9833
93615,NZM00093614,-42.72,170.98,45,-42.7167,170.9833
93677,NZM00093677,-42.42,173.7,101,-42.417,173.7
93678,NZM00093677,-42.42,173.7,101,-42.417,173.7
93780,NZM00093780,-43.48,172.55,36,-43.483,172.55
93844,NZM00093844,-46.42,168.32,2,-46.4108,168.3178
93944,NZM00093944,-52.55,169.15,15,-52.55,169.15
93945,NZM00093944,-52.55,169.15,19,-52.55,169.15
93946,NZM00093944,-52.55,169.15,19,-52.55,169.15
93947,NZM00093944,-52.55,169.15,19,-52.55,169.15
93984,NZM00093986,-43.95,-176.57,49,-43.95,-176.5667
93986,NZM00093986,-43.95,-176.57,48,-43.95,-176.5667
93987,NZM00093986,-43.95,-176.57,48,-43.95,-176.5667
93994,NZM00093997,-29.25,-177.92,49,-29.2447,-177.9289
93997,NZM00093997,-29.25,-177.92,46,-29.2447,-177.9289
94027,PPM00094027,-6.73,147.0,14,-6.733,147.0
94085,PPM00094085,-4.22,152.18,5,-4.217,152.183
94150,ASM00094150,-12.27,136.82,54,-12.2742,136.8203
94170,ASM00094170,-12.68,141.92,22,-12.6778,141.9208
94175,ASM00094175,-10.58,142.22,61,-10.583,142.217
94203,ASM00094203,-17.95,122.23,17,-17.9475,122.2353
94212,ASM00094212,-18.23,127.67,423,-18.2292,127.6636
94259,ASM00094259,-17.73,139.53,8,-17.7333,139.5333
94287,ASM00094287,-16.88,145.75,2,-16.8736,145.7458
94294,ASM00094294,-19.25,146.77,5,-19.2483,146.7661
94312,ASM00094312,-20.38,118.63,11,-20.3725,118.6317
94332,ASM00094332,-20.67,139.48,339,-20.6778,139.4875
94374,ASM00094374,-23.38,150.48,10,-23.3753,150.4775
94403,ASM00094403,-28.8,114.7,38,-28.8044,114.6989
94461,ASM00094461,-25.03,128.3,580,-25.0342,128.3011
94610,ASM00094610,-31.93,115.97,21,-31.9275,115.9764
94646,ASM00094646,-30.83,128.1,157,-30.833,128.1
94653,ASM00094653,-32.13,133.7,24,-32.1297,133.6975
94659,ASM00094659,-31.15,136.8,164,-31.1558,136.8053
94672,ASM00094672,-34.95,138.53,6,-34.9525,138.5203
94693,ASM00094693,-34.23,142.08,49,-34.2358,142.0867
94750,ASM00094750,-34.95,150.53,108,-34.9469,150.5353
94767,ASM00094767,-33.95,151.18,6,-33.9464,151.1731
94791,ASM00094791,-30.32,153.12,5,-30.3108,153.1186
94802,ASM00094802,-34.95,117.8,71,-34.9414,117.8022
94821,ASM00094821,-37.75,140.78,64,-37.7472,140.7739
94865,ASM00094865,-37.87,144.75,15,-37.867,144.75
94866,ASM00094866,-37.67,144.83,110,-37.6656,144.8322
94907,ASM00094907,-38.1,147.13,5,-38.1,147.1333
94975,ASM00094975,-42.83,147.5,2,-42.8339,147.5033
94986,AYM00089564,-67.6,62.88,14,-67.6017,62.8753
95646,ASM00094646,-30.83,128.1,156,-30.833,128.1
96011,IDM00096011,5.52,95.42,21,5.5167,95.4167
96015,IDM00096015,4.25,96.12,90,4.25,96.1167
96073,IDM00096073,1.55,98.88,3,1.55,98.8833
96091,IDM00096091,0.92,104.53,17,0.9167,104.5333
96109,IDM00096109,0.47,101.45,31,0.4667,101.45
96145,IDM00096145,3.2,106.25,3,3.2,106.25
96147,IDM00096147,3.95,108.38,2,3.95,108.3833
96195,IDM00096195,-1.63,103.65,25,-1.6333,103.65
96221,IDM00096221,-2.9,104.7,10,-2.9,104.7
96237,IDM00096237,-2.17,106.13,33,-2.1667,106.1333
96249,IDM00096249,-2.75,107.75,50,-2.75,107.75
96315,BXM00096315,4.93,114.93,5,4.9333,114.9333
96323,BXM00096323,4.58,114.2,3,4.583,114.2
96413,MYM00096413,1.48,110.33,26,1.4833,110.3333
96441,MYM00096441,3.2,113.03,3,3.2,113.0333
96491,MYM00096491,5.9,118.07,12,5.9,118.0667
96509,IDM00096509,3.33,117.57,6,3.3333,117.5667
96529,IDM00096529,2.12,117.45,26,2.1167,117.45
96565,IDM00096565,0.88,112.93,53,0.8833,112.9333
96595,IDM00096595,-0.95,114.9,60,-0.95,114.9
96633,IDM00096633,-1.27,116.9,3,-1.2667,116.9
96737,IDM00096737,-6.12,106.13,40,-6.1167,106.1333
96739,IDM00096739,-6.23,106.65,46,-6.2333,106.65
96749,IDM00096749,-6.12,106.65,8,-6.1167,106.65
96773,IDM00096773,-6.55,107.67,110,-6.55,107.667
96781,IDM00096781,-6.9,107.58,741,-6.9,107.583
96791,IDM00096791,-6.75,108.27,50,-6.75,108.2667
96797,IDM00096797,-6.85,109.15,10,-6.85,109.15
96801,IDM00096801,-7.33,108.25,335,-7.333,108.25
96805,IDM00096805,-7.73,109.02,6,-7.7333,109.0167
96881,IDM00096881,-7.62,111.52,110,-7.617,111.517
96925,IDM00096925,-5.85,112.63,3,-5.85,112.6333
96947,IDM00096947,-7.97,112.7,526,-7.967,112.7
96973,IDM00096973,-7.05,113.97,3,-7.05,113.9667
96987,IDM00096987,-8.22,114.38,5,-8.2167,114.3833
96996,CKM00096996,-12.18,96.83,3,-12.1892,96.8344
97008,IDM00097008,3.58,125.47,38,3.5833,125.4667
97014,IDM00097014,1.53,124.92,80,1.5333,124.9167
97028,IDM00097028,1.02,120.8,2,1.0167,120.8
97048,IDM00097048,0.52,123.07,2,0.5167,123.0667
97072,IDM00097072,-0.68,119.73,6,-0.6833,119.7333
97096,IDM00097096,-1.38,120.73,2,-1.3833,120.7333
97146,IDM00097146,-4.1,122.43,50,-4.1,122.433
97180,IDM00097180,-5.07,119.55,17,-5.0667,119.55
97182,IDM00097180,-5.07,119.55,14,-5.0667,119.55
97192,IDM00097192,-5.47,122.62,2,-5.4667,122.6167
97230,IDM00097230,-8.75,115.17,1,-8.75,115.1667
97260,IDM00097260,-8.43,117.42,3,-8.4333,117.4167
97270,IDM00097270,-8.55,118.7,2,-8.55,118.7
97340,IDM00097340,-9.67,120.33,12,-9.6667,120.3333
97385,TTM00097385,-9.2,124.37,2,-9.2,124.367
97388,TTM00097388,-8.55,126.57,550,-8.55,126.567
97395,TTM00097395,-8.5,126.4,527,-8.5,126.4
97530,IDM00097530,-0.88,134.05,3,-0.8833,134.05
97560,IDM00097560,-1.18,136.12,14,-1.1833,136.1167
97600,IDM00097600,-2.08,126.0,2,-2.0833,126.0
97686,IDM00097686,-4.07,138.95,1660,-4.0667,138.95
97690,IDM00097690,-2.57,140.48,96,-2.5667,140.4833
97724,IDM00097724,-3.7,128.08,12,-3.7,128.0833
97760,IDM00097760,-3.67,133.75,3,-3.6667,133.75
97810,IDM00097810,-5.68,132.75,12,-5.6833,132.75
97900,IDM00097900,-7.98,131.3,24,-7.9833,131.3
97980,IDM00097980,-8.47,140.38,3,-8.4667,140.3833
98135,RPM00098135,20.45,121.97,10,20.45,121.967
98223,RPM00098223,18.18,120.53,4,18.1828,120.5342
98322,RPM00098322,15.32,120.38,161,15.317,120.383
98327,RPM00098327,15.17,120.57,196,15.167,120.567
98426,RPM00098426,14.8,120.27,17,14.8,120.267
98444,RPM00098444,13.15,123.73,20,13.1506,123.7283
98630,RPM00098630,10.85,121.03,3,10.85,121.033
98653,RPM00098653,9.8,125.5,20,9.8,125.5
98753,RPM00098753,7.12,125.65,25,7.1278,125.6547
98836,RPM00098836,6.9,122.07,5,6.9,122.067
AYMD,PPM00094014,-5.22,145.78,3,-5.217,145.783
AYMO,PPM00092044,-2.05,147.42,4,-2.05,147.4167
BOI,USM00072681,43.57,-116.22,871,43.5672,-116.2114
BVE,USM00072232,29.33,-89.4,0,29.3333,-89.4
CNVQ,CAM00071043,65.28,-126.75,94,65.2833,-126.75
CPQW,CAM00071876,52.77,-108.25,548,52.767,-108.25
CWEU,CAM00071917,79.98,-85.93,10,79.9833,-85.9333
CWEW,CAM00071524,45.82,-73.43,21,45.817,-73.433
CWIK,CAM00071861,50.38,-102.68,602,50.383,-102.683
CWIQ,CAM00071124,54.75,-110.05,702,54.75,-110.05
CWLO,CAM00071853,49.78,-99.63,373,49.783,-99.633
CWLT,CAM00071082,82.5,-62.33,66,82.5,-62.3333
CWOK,CAM00071450,51.13,-106.58,595,51.133,-106.583
CWPG,CAM00071851,49.9,-98.28,273,49.9031,-98.2842
CWSE,CAM00071119,53.55,-114.1,766,53.5475,-114.1083
CWSY,CAM00071051,72.0,-125.27,86,72.0,-125.27
CXBK,CAM00071569,50.2,-104.7,580,50.2,-104.7
CXMM,CAM00071932,56.65,-111.22,369,56.65,-111.217
CXPS,CAM00071119,53.55,-114.1,766,53.5475,-114.1083
CXZV,CAM00071811,50.22,-66.25,53,50.2167,-66.25
CYAH,CAM00071823,53.75,-73.67,306,53.7572,-73.6792
CYCX,CAM00071701,45.83,-66.43,51,45.8333,-66.4333
CYDN,CAM00071855,51.1,-100.05,305,51.1,-100.05
CYED,CAM00071121,53.67,-113.47,688,53.667,-113.467
CYIV,CAM00071145,53.85,-94.65,237,53.85,-94.65
CYMM,CAM00071932,56.65,-111.22,369,56.65,-111.217
CYOD,CAM00071120,54.42,-110.28,544,54.417,-110.283
CYPH,CAM00071907,58.47,-78.08,25,58.4667,-78.0833
CYPL,CAM00071845,51.45,-90.2,386,51.45,-90.2
CYQD,CAM00071867,53.97,-101.1,271,53.9667,-101.1
CYQL,CAM00071874,49.63,-112.8,929,49.633,-112.8
CYQQ,CAM00071893,49.72,-124.9,24,49.7167,-124.9
CYQR,CAM00071863,50.43,-104.67,577,50.433,-104.667
CYQW,CAM00071876,52.77,-108.25,548,52.767,-108.25
CYSA,CAM00071600,43.93,-60.0,4,43.9322,-60.0094
CYTR,CAM00071621,44.12,-77.53,86,44.117,-77.533
CYWA,CAM00071625,45.95,-77.32,130,45.95,-77.317
CYWG,CAM00071852,49.9,-97.23,239,49.9,-97.233
CYYC,CAM00071877,51.12,-114.02,1084,51.117,-114.017
CYZS,CAM00071915,64.2,-83.37,64,64.2,-83.3667
CYZT,CAM00071109,50.68,-127.37,22,50.685,-127.3758
CZEV,CAM00071957,68.32,-133.52,103,68.3167,-133.5167
CZSM,CAM00071934,60.02,-111.92,203,60.0261,-111.9294
DAAE,AGM00060402,36.72,5.07,2,36.717,5.067
DAAP,AGM00060640,26.5,8.42,558,26.5,8.417
DABB,AGM00060360,36.84,7.82,4,36.833,7.817
DABC,AGM00060419,36.28,6.62,694,36.283,6.617
DAFI,AGM00060535,34.68,3.25,1144,34.6833,3.25
DAOO,AGM00060490,35.63,-0.6,90,35.633,-0.6
DAUA,AGM00060620,27.89,-0.28,263,27.883,-0.283
DAUB,AGM00060525,34.8,5.73,87,34.8,5.733
DAUE,AGM00060590,30.57,2.87,397,30.567,2.867
DAUG,AGM00060566,32.38,3.82,450,32.383,3.817
DAUT,AGM00060607,29.25,0.28,312,29.25,0.283
DAUZ,AGM00060611,28.05,9.63,562,28.05,9.633
DBBB,BNM00065344,6.35,2.38,5,6.35,2.3833
DFFD,UVM00065503,12.35,-1.52,316,12.35,-1.5167
DGAA,GHM00065472,5.6,-0.17,68,5.6,-0.1667
DIAP,IVM00065578,5.25,-3.94,7,5.25,-3.9333
DNEN,NIM00065257,6.47,7.55,137,6.467,7.55
DNKN,NIM00065046,12.05,8.53,476,12.05,8.5333
DNMA,NIM00065082,11.85,13.08,354,11.85,13.083
DRRM,NGM00061080,13.47,7.08,373,13.467,7.083
DRRN,NGM00061052,13.48,2.17,223,13.4833,2.1667
DRZA,NGM00061024,16.97,7.99,501,16.9667,7.9833
DRZR,NGM00061090,13.78,8.99,452,13.7833,8.9833
DTKA,TSM00060710,36.95,8.75,20,36.95,8.75
DTTA,TSM00060715,36.84,10.23,3,36.8333,10.2333
DTTD,TSM00060775,32.32,10.4,300,32.317,10.4
DTTF,TSM00060745,34.42,8.82,313,34.417,8.817
DTTJ,TSM00060769,33.87,10.77,3,33.867,10.767
DTTK,TSM00060735,35.67,10.1,60,35.667,10.1
DTTL,TSM00060720,36.85,11.08,29,36.85,11.083
DTTN,TSM00060725,36.48,8.8,143,36.483,8.8
DTTX,TSM00060750,34.72,10.68,21,34.717,10.683
DXSK,TOM00065361,8.98,1.15,386,8.983,1.15
DXXX,TOM00065387,6.17,1.25,20,6.1667,1.25
EBBE,BEM00006458,50.75,4.77,127,50.7456,4.7633
EBFN,BEM00006400,51.08,2.65,9,51.083,2.65
EDDV,GMM00010338,52.47,9.7,54,52.467,9.7
EDW,USM00072381,34.92,-117.9,702,34.9167,-117.9
EFJY,FIM00002935,62.4,25.68,145,62.3975,25.6708
EGFF,UKM00003715,51.4,-3.35,67,51.4,-3.35
EGOS,UKM00003414,52.8,-2.67,76,52.8,-2.667
EGPD,UKM00003091,57.2,-2.22,65,57.2,-2.217
EGPO,UKM00003026,58.22,-6.32,13,58.217,-6.317
EGQK,UKM00003066,57.65,-3.57,7,57.65,-3.567
EGQL,UKM00003171,56.38,-2.87,12,56.383,-2.867
EGQM,UKM00003240,55.42,-1.6,23,55.417,-1.6
EGUW,UKM00003590,52.12,0.97,87,52.117,0.967
EGVN,UKM00003649,51.75,-1.58,88,51.75,-1.583
EGXE,UKM00003257,54.3,-1.53,40,54.3,-1.533
EGXW,UKM00003377,53.17,-0.52,70,53.167,-0.517
EGYP,FKM00088889,-51.82,-58.45,73,-51.82,-58.4481
EHKD,NLM00006235,52.92,4.78,14,52.9269,4.7811
EHVL,NLM00006242,53.25,4.92,5,53.25,4.917
EKYT,DAM00006030,57.1,9.87,3,57.1,9.867
ENGM,NOM00001384,60.2,11.08,204,60.2,11.083
EQBA,AFM00040913,36.67,68.92,433,36.6667,68.9167
EQBM,AFM00040911,36.7,67.2,378,36.7,67.2
ESPC,SWM00002225,63.18,14.5,370,63.183,14.5
ESSB,SWM00002465,59.35,17.95,11,59.35,17.95
ETHA,GMM00010954,47.83,10.87,760,47.8342,10.8667
ETHF,GMM00010437,51.13,9.28,181,51.13,9.28
ETIC,GMM00010687,49.7,11.95,415,49.7,11.95
ETWM,GMM00010304,52.72,7.32,26,52.7156,7.3175
EVLA,LGM00026406,56.48,21.02,7,56.483,21.017
EVRA,LGM00026422,56.92,23.97,10,56.917,23.967
FAAB,SFM00068406,-28.57,16.53,21,-28.567,16.533
FABL,SFM00068442,-29.1,26.3,1354,-29.1,26.3
FABM,SFM00068461,-28.25,28.33,1686,-28.25,28.3333
FADN,SFM00068588,-29.97,30.95,14,-29.9667,30.95
FAEL,SFM00068858,-33.03,27.84,125,-33.033,27.833
FAKM,SFM00068438,-28.8,24.77,1198,-28.8,24.767
FAMM,SFM00068242,-25.78,25.53,1281,-25.783,25.533
FAPB,SFM00068174,-23.87,29.45,1228,-23.8667,29.45
FBFT,BCM00068054,-21.22,27.5,1001,-21.217,27.5
FBLT,BCM00068040,-21.42,25.6,986,-21.417,25.6
FBMN,BCM00068032,-19.99,23.42,945,-19.9833,23.4167
FBTS,BCM00068328,-26.05,22.45,960,-26.05,22.45
FCBB,CFM00064450,-4.25,15.25,319,-4.25,15.25
FCOI,CFM00064459,1.62,18.07,335,1.617,18.067
FCOU,CFM00064458,1.62,16.05,352,1.6167,16.05
FCPP,CFM00064400,-4.82,11.9,17,-4.8167,11.9
FEFF,CTM00064650,4.4,18.52,365,4.4,18.5167
FEFG,CTM00064656,4.73,22.83,500,4.733,22.833
FEFT,CTM00064600,4.25,15.8,583,4.25,15.8
FHAW,SHM00061902,-7.97,-14.4,86,-7.9667,-14.4
FIMR,MPM00061988,-19.68,63.42,59,-19.683,63.417
FJDG,IOM00061967,-7.3,72.4,3,-7.3,72.4
FKKN,CMM00064870,7.35,13.57,1104,7.35,13.5667
FKKR,CMM00064860,9.33,13.38,242,9.333,13.383
FKYS,CMM00064950,3.84,11.52,751,3.833,11.517
FLKS,ZAM00067475,-10.22,31.13,1384,-10.217,31.133
FLLI,ZAM00067743,-17.82,25.82,986,-17.817,25.817
FLND,ZAM00067561,-13.0,28.65,1269,-13.0,28.65
FMCH,CNM00067002,-11.53,43.27,29,-11.5333,43.2667
FMCZ,MFM00067005,-12.8,45.28,8,-12.8,45.2833
FMEE,REM00061980,-20.89,55.52,21,-20.8925,55.5286
FMMI,MAM00067083,-18.8,47.48,1279,-18.8,47.4833
FMMS,MAM00067072,-17.08,49.82,3,-17.083,49.817
FMMT,MAM00067095,-18.12,49.4,6,-18.1167,49.4
FMNA,MAM00067009,-12.35,49.3,105,-12.35,49.3
FMNM,MAM00067027,-15.67,46.35,26,-15.6667,46.35
FMNN,MAM00067012,-13.32,48.32,10,-13.317,48.317
FMSD,MAM00067197,-25.03,46.95,9,-25.0333,46.95
FMST,MAM00067161,-23.38,43.73,8,-23.383,43.733
FNLU,AOM00066160,-8.85,13.23,74,-8.85,13.233
FOOB,GBM00064510,2.08,11.48,600,2.083,11.483
FOOG,GBM00064501,-0.7,8.75,3,-0.7,8.75
FOOL,GBM00064500,0.45,9.42,12,0.45,9.4167
FQBR,MZM00067297,-19.8,34.9,8,-19.8,34.9
FQIN,MZM00067323,-23.87,35.38,14,-23.867,35.383
FQLC,MZM00067217,-13.3,35.23,1364,-13.3,35.233
FQMA,MZM00067341,-25.92,32.57,39,-25.917,32.567
FQNP,MZM00067237,-15.1,39.28,438,-15.1,39.283
FQQL,MZM00067283,-17.89,36.89,6,-17.883,36.883
FQTE,MZM00067261,-16.18,33.58,149,-16.183,33.583
FSI,USM00072355,34.65,-98.4,362,34.65,-98.4
FTK,USM00072424,37.9,-85.97,230,37.9,-85.967
FTTA,CDM00064750,9.15,18.38,365,9.15,18.3833
FTTC,CDM00064756,13.85,20.85,545,13.85,20.85
FTTJ,CDM00064700,12.13,15.03,295,12.1333,15.0333
FVCZ,ZIM00067977,-21.02,31.58,430,-21.017,31.583
FVFA,ZIM00067843,-18.1,25.85,1061,-18.1,25.85
FVHA,ZIM00067775,-17.92,31.13,1479,-17.917,31.133
FVKB,ZIM00067761,-16.52,28.89,518,-16.517,28.883
FVMV,ZIM00067975,-20.07,30.87,1095,-20.067,30.867
FVTL,ZIM00067867,-19.45,29.85,1429,-19.45,29.85
FWCL,MIM00067693,-15.68,34.97,767,-15.683,34.967
FWLI,MIM00067586,-13.78,33.77,1229,-13.783,33.767
FYGF,WAM00068014,-19.6,18.12,1411,-19.6,18.117
FYKT,WAM00068312,-26.53,18.12,1067,-26.5333,18.1167
FYWH,WAM00068112,-22.48,17.47,1715,-22.483,17.467
FYWW,WAM00068110,-22.57,17.1,1725,-22.5667,17.1
FZAA,CGM00064210,-4.38,15.43,309,-4.383,15.433
GABS,MLM00061291,12.53,-7.95,380,12.5333,-7.95
GAG,USM00074641,36.3,-99.77,678,36.2969,-99.775
GAGO,MLM00061226,16.27,-0.05,260,16.267,-0.05
GAMB,MLM00061265,14.52,-4.1,272,14.5167,-4.1
GANK,MLM00061233,15.17,-7.28,265,15.167,-7.283
GATB,MLM00061223,16.72,-3.0,264,16.7167,-3.0
GFLL,SLM00061856,8.62,-13.2,25,8.617,-13.2
GMFM,MOM00060150,33.89,-5.53,576,33.883,-5.533
