NCEP_ID,IGRA_ID,LAT,LON,ELEV,IGRA_LAT,IGRA_LON
51495,CHM00051495,43.48,91.63,864,43.483,91.633
51573,CHM00051573,42.93,89.2,35,42.933,89.2
51644,CHM00051644,41.72,82.95,1100,41.7167,82.95
51656,CHM00051656,41.75,86.13,933,41.75,86.133
51711,CHM00051711,40.93,78.45,1986,40.933,78.45
51716,CHM00051716,39.8,78.57,1117,39.8,78.567
51765,CHM00051765,40.63,87.7,847,40.633,87.7
51777,CHM00051777,39.03,88.17,889,39.0333,88.1667
51811,CHM00051811,38.43,77.27,1232,38.433,77.267
51828,CHM00051828,37.13,79.93,1375,37.1333,79.9333
51848,CHM00051848,37.93,83.65,1264,37.93,83.65
51886,CHM00051886,38.25,90.85,2945,38.25,90.85
52203,CHM00052203,42.82,93.52,739,42.8167,93.5167
52323,CHM00052323,41.8,97.03,1770,41.8,97.0333
52418,CHM00052418,40.15,94.68,1140,40.15,94.6833
52436,CHM00052436,40.27,97.03,1527,40.267,97.033
52495,CHM00052495,40.75,104.5,1329,40.75,104.5
52533,CHM00052533,39.77,98.48,1478,39.7667,98.4833
52602,CHM00052602,38.83,93.38,2734,38.833,93.383
52681,CHM00052681,38.63,103.08,1367,38.6333,103.0833
52713,CHM00052713,37.85,95.37,3174,37.85,95.367
52818,CHM00052818,36.42,94.9,2809,36.4167,94.9
52836,CHM00052836,36.3,98.1,3192,36.3,98.1
52889,CHM00052889,36.05,103.88,1518,36.05,103.883
52908,CHM00052908,35.22,93.08,4613,35.217,93.083
52983,CHM00052983,35.87,104.15,1875,35.8667,104.15
53083,CHM00053083,44.62,114.15,1183,44.617,114.15
53231,CHM00053231,41.45,106.38,1510,41.45,106.383
53276,CHM00053276,42.4,112.9,1152,42.4,112.9
53336,CHM00053336,41.57,108.52,1290,41.5667,108.5167
53487,CHM00053487,40.1,113.33,1069,40.1,113.333
53502,CHM00053502,39.78,105.75,1033,39.783,105.75
53529,CHM00053529,39.1,107.98,1381,39.1,107.983
53543,CHM00053543,39.83,109.98,1459,39.8333,109.9833
53564,CHM00053564,39.38,111.15,861,39.383,111.15
53915,CHM00053915,35.55,106.67,1348,35.55,106.6667
54012,CHM00054012,44.58,117.6,997,44.583,117.6
54027,CHM00054027,43.98,119.4,485,43.983,119.4
54094,CHM00054094,44.57,129.6,242,44.567,129.6
54115,CHM00054115,43.6,118.07,805,43.6,118.067
54135,CHM00054135,43.6,122.27,180,43.6,122.2667
54161,CHM00054161,43.9,125.22,238,43.9,125.2167
54401,CHM00054401,40.78,114.88,726,40.7833,114.8833
54662,CHM00054662,38.9,121.63,97,38.9,121.6333
54753,CHM00054753,37.62,120.32,4,37.617,120.317
54776,CHM00054776,37.4,122.68,47,37.4,122.683
54823,CHM00054823,36.68,116.98,58,36.683,116.983
54836,CHM00054836,36.18,118.15,302,36.183,118.15
54857,CHM00054857,36.07,120.33,77,36.0667,120.3333
55279,CHM00055279,31.37,90.02,4701,31.367,90.017
55299,CHM00055299,31.48,92.07,4508,31.4833,92.0667
55472,CHM00055472,30.95,88.63,4671,30.95,88.633
55591,CHM00055591,29.67,91.13,3650,29.6667,91.1333
55664,CHM00055664,28.63,87.08,4302,28.633,87.083
55696,CHM00055696,28.42,92.47,3861,28.417,92.467
56033,CHM00056033,34.92,98.22,4273,34.917,98.217
56079,CHM00056079,33.58,102.97,3441,33.583,102.967
56080,CHM00056080,35.0,102.9,2910,35.0,102.9
56116,CHM00056116,31.42,95.6,3874,31.417,95.6
56137,CHM00056137,31.15,97.17,3307,31.15,97.1667
56146,CHM00056146,31.62,100.0,3394,31.6167,100.0
56172,CHM00056172,31.9,102.23,2666,31.9,102.233
56294,CHM00056294,30.67,104.02,508,30.667,104.017
56312,CHM00056312,29.57,94.47,3001,29.5667,94.4667
56374,CHM00056374,30.05,101.97,2617,30.05,101.967
56492,CHM00056492,28.82,104.53,342,28.817,104.533
56571,CHM00056571,27.9,102.27,1599,27.9,102.2667
56778,CHM00056778,25.02,102.68,1892,25.0167,102.6833
56964,CHM00056964,22.77,100.98,1303,22.7667,100.9833
56989,CHM00056989,22.5,103.95,1363,22.5,103.95
57006,CHM00057006,34.58,105.75,1143,34.583,105.75
57036,CHM00057036,34.3,108.93,398,34.3,108.933
57083,CHM00057083,34.72,113.65,111,34.7167,113.65
57127,CHM00057127,33.07,107.03,509,33.0667,107.0333
57193,CHM00057193,33.78,114.52,53,33.783,114.517
57290,CHM00057290,32.97,114.05,85,32.967,114.05
57411,CHM00057411,30.8,106.08,299,30.8,106.083
57584,CHM00057584,29.38,113.08,52,29.383,113.083
57707,CHM00057707,27.3,105.23,1511,27.3,105.233
57731,CHM00057731,27.95,108.25,418,27.95,108.25
57749,CHM00057749,27.57,110.0,261,27.5667,110.0
57902,CHM00057902,25.43,105.18,1379,25.433,105.183
57916,CHM00057916,25.43,106.77,441,25.433,106.767
57957,CHM00057957,25.33,110.3,167,25.3333,110.3
58457,CHM00058457,30.23,120.17,43,30.2333,120.1667
58477,CHM00058477,30.03,122.12,37,30.033,122.117
58633,CHM00058633,28.97,118.87,67,28.9667,118.8667
58666,CHM00058666,28.45,121.88,206,28.45,121.883
58725,CHM00058725,27.33,117.47,194,27.3333,117.4667
58754,CHM00058754,27.33,120.2,38,27.333,120.2
58847,CHM00058847,26.08,119.28,85,26.0833,119.2833
58911,CHM00058911,25.85,116.37,318,25.85,116.367
58944,CHM00058944,25.52,119.78,25,25.517,119.783
58968,TWM00058968,25.03,121.52,8,25.0333,121.5167
59007,CHM00059007,24.07,105.07,1251,24.067,105.067
59096,CHM00059096,24.37,114.48,214,24.367,114.483
59417,CHM00059417,22.37,106.75,129,22.367,106.75
59501,CHM00059501,22.78,115.37,7,22.783,115.367
59553,TWM00046747,22.47,120.43,8,22.467,120.433
59644,CHM00059644,21.48,109.1,17,21.4833,109.1
59658,CHM00059658,21.22,110.4,29,21.217,110.4
59838,CHM00059838,19.1,108.62,8,19.1,108.617
59981,PFM00059981,16.83,112.33,6,16.8333,112.3333
59997,TWM00046902,10.72,115.83,5,10.717,115.833
60020,SPM00060020,28.47,-16.25,36,28.467,-16.25
60107,MOM00060107,35.18,-3.85,27,35.183,-3.85
60115,MOM00060115,34.78,-1.95,468,34.783,-1.95
60127,MOM00060127,34.22,-4.0,509,34.217,-4.0
60150,MOM00060150,33.88,-5.53,576,33.883,-5.533
60155,MOM00060155,33.57,-7.67,61,33.5667,-7.6667
60185,MOM00060185,32.28,-9.23,46,32.283,-9.233
60195,MOM00060195,32.68,-4.73,1515,32.683,-4.733
60210,MOM00060210,31.93,-4.4,1042,31.933,-4.4
60230,MOM00060230,31.62,-8.03,468,31.617,-8.033
60250,MOM00060250,30.38,-9.57,25,30.383,-9.567
60265,MOM00060265,30.93,-6.9,1140,30.933,-6.9
60525,AGM00060525,34.8,5.73,88,34.8,5.733
60535,AGM00060535,34.68,3.25,1144,34.6833,3.25
60559,AGM00060559,33.5,6.78,62,33.5,6.783
60566,AGM00060566,32.38,3.82,452,32.383,3.817
60590,AGM00060590,30.57,2.87,400,30.567,2.867
60602,AGM00060602,30.13,-2.17,498,30.133,-2.167
60607,AGM00060607,29.25,0.28,312,29.25,0.283
60611,AGM00060611,28.05,9.63,563,28.05,9.633
60620,AGM00060620,27.88,-0.28,262,27.883,-0.283
60686,AGM00060686,21.33,0.95,398,21.3333,0.95
60714,TSM00060714,37.23,9.82,3,37.233,9.817
60715,TSM00060715,36.83,10.23,5,36.8333,10.2333
60725,TSM00060725,36.48,8.8,144,36.483,8.8
60735,TSM00060735,35.67,10.1,68,35.667,10.1
60738,TSM00060738,35.55,8.68,1092,35.55,8.683
60745,TSM00060745,34.42,8.82,315,34.417,8.817
60750,TSM00060750,34.72,10.68,24,34.717,10.683
60760,TSM00060760,33.92,8.17,51,33.9167,8.1667
60775,TSM00060775,32.32,10.4,301,32.317,10.4
61017,NGM00061017,18.68,12.92,335,18.683,12.917
61024,NGM00061024,16.97,7.98,505,16.9667,7.9833
61052,NGM00061052,13.48,2.17,223,13.4833,2.1667
61075,NGM00061075,13.8,5.25,272,13.8,5.25
61080,NGM00061080,13.47,7.08,368,13.467,7.083
61090,NGM00061090,13.78,8.98,459,13.7833,8.9833
61202,MLM00061202,20.2,0.98,494,20.2,0.9833
61214,MLM00061214,18.43,1.35,458,18.433,1.35
61226,MLM00061226,16.27,-0.05,265,16.267,-0.05
61233,MLM00061233,15.17,-7.28,265,15.167,-7.283
61265,MLM00061265,14.52,-4.1,276,14.5167,-4.1
61291,MLM00061291,12.53,-7.95,380,12.5333,-7.95
61401,MRM00061401,25.23,-11.62,364,25.233,-11.617
61403,MRM00061403,22.68,-12.7,299,22.683,-12.7
61404,MRM00061404,22.75,-12.48,343,22.75,-12.483
61415,MRM00061415,20.93,-17.03,5,20.9333,-17.0333
61421,MRM00061421,20.52,-13.07,226,20.517,-13.067
61442,MRM00061442,18.1,-15.95,2,18.1,-15.95
61497,MRM00061497,16.6,-7.27,269,16.6,-7.267
61498,MRM00061498,16.63,-11.4,115,16.633,-11.4
61641,SGM00061641,14.73,-17.5,27,14.73,-17.5
61687,SGM00061687,13.77,-13.68,49,13.7697,-13.6797
61831,GVM00061831,9.57,-13.62,49,9.5667,-13.6167
61856,SLM00061856,8.62,-13.2,25,8.617,-13.2
61902,SHM00061902,-7.97,-14.4,83,-7.9667,-14.4
61931,TPM00061931,0.38,6.72,9,0.383,6.717
61971,SEM00063995,-9.35,46.53,4,-9.35,46.533
61974,MPM00061974,-10.43,56.75,2,-10.433,56.75
61976,TEM00061976,-15.88,54.52,8,-15.8878,54.5206
61984,REM00061984,-21.33,55.48,53,-21.333,55.483
61986,MPM00061986,-16.45,59.62,4,-16.45,59.617
61988,MPM00061988,-19.68,63.42,59,-19.683,63.417
61995,MPM00061995,-20.3,57.5,425,-20.2975,57.4947
62002,LYM00062002,31.87,10.98,620,31.867,10.983
62019,LYM00062019,31.2,16.58,20,31.2,16.583
62055,LYM00062055,30.72,20.17,5,30.717,20.167
62103,LYM00062103,30.13,9.5,326,30.133,9.5
62120,LYM00062120,30.38,13.58,500,30.383,13.583
62161,LYM00062161,29.03,21.57,61,29.033,21.567
62176,LYM00062176,29.75,24.53,-2,29.75,24.533
62259,LYM00062259,25.8,21.13,259,25.8,21.133
62271,LYM00062271,24.22,23.3,407,24.217,23.3
62300,EGM00062305,31.53,25.18,4,31.533,25.183
62306,EGM00062306,31.32,27.22,28,31.3253,27.2217
62332,EGM00062332,31.28,32.23,6,31.283,32.233
62333,EGM00062332,31.28,32.23,2,31.283,32.233
62386,EGM00062387,28.08,30.73,40,28.083,30.733
62387,EGM00062387,28.08,30.73,39,28.083,30.733
62403,EGM00062403,26.2,32.75,96,26.2003,32.7467
62405,EGM00062405,25.67,32.7,93,25.667,32.7
62433,EGM00062405,25.67,32.7,82,25.667,32.7
62435,EGM00062435,25.45,30.53,78,25.45,30.533
62463,EGM00062463,27.15,33.72,14,27.15,33.717
62600,SUM00062600,21.82,31.35,150,21.817,31.35
62640,SUM00062640,19.53,33.32,312,19.533,33.317
62641,SUM00062641,19.58,37.22,3,19.583,37.217
62650,SUM00062650,19.17,30.48,226,19.167,30.483
62721,SUM00062721,15.6,32.55,383,15.6,32.55
62730,SUM00062730,15.47,36.4,500,15.467,36.4
62771,SUM00062771,13.17,30.23,574,13.167,30.233
62805,SUM00062805,11.78,34.38,474,11.783,34.383
62840,ODM00062840,9.55,31.65,387,9.55,31.65
62880,ODM00062880,7.7,28.02,438,7.7,28.017
62941,ODM00062941,4.87,31.6,460,4.867,31.6
63021,ERM00063021,15.28,38.92,2325,15.283,38.917
63125,DJM00063125,11.55,43.15,13,11.55,43.15
63450,ETM00063450,9.03,38.75,2354,9.0333,38.75
63612,KEM00063612,3.12,35.62,506,3.117,35.617
63619,KEM00063619,3.53,39.05,1097,3.533,39.05
63624,KEM00063624,3.93,41.87,230,3.933,41.867
63661,KEM00063661,1.02,35.0,1875,1.017,35.0
63671,KEM00063671,1.75,40.07,244,1.75,40.067
63695,KEM00063695,0.08,37.65,1554,0.083,37.65
63705,UGM00063705,0.05,32.45,1155,0.05,32.45
63708,KEM00063708,-0.1,34.75,1146,-0.1,34.75
63714,KEM00063714,-0.27,36.1,1901,-0.267,36.1
63720,KEM00063720,-0.5,37.45,1493,-0.5,37.45
63723,KEM00063723,-0.47,39.63,138,-0.467,39.633
63729,TZM00063729,-1.33,31.82,1137,-1.333,31.817
63737,KEM00063737,-1.13,35.83,1890,-1.133,35.833
63741,KEM00063741,-1.3,36.75,1798,-1.3036,36.7597
63756,TZM00063756,-2.47,32.92,1140,-2.467,32.917
63766,KEM00063766,-2.28,37.83,1000,-2.283,37.833
63791,TZM00063791,-3.42,37.07,891,-3.417,37.067
63793,KEM00063793,-3.4,38.57,560,-3.4,38.567
63799,KEM00063799,-3.22,40.1,24,-3.217,40.1
63820,KEM00063820,-4.03,39.62,57,-4.033,39.617
63844,TZM00063844,-5.08,39.07,38,-5.083,39.067
63862,TZM00063862,-6.17,35.77,1120,-6.167,35.767
63932,TZM00063932,-8.93,33.47,1707,-8.933,33.467
63995,SEM00063995,-9.35,46.53,4,-9.35,46.533
64210,CGM00064210,-4.38,15.43,309,-4.383,15.433
64220,CGM00064220,-4.37,15.25,445,-4.367,15.25
64450,CFM00064450,-4.25,15.25,319,-4.25,15.25
64458,CFM00064458,1.62,16.05,352,1.6167,16.05
64459,CFM00064459,1.62,18.07,335,1.617,18.067
64500,GBM00064500,0.45,9.42,12,0.45,9.4167
64501,GBM00064501,-0.7,8.75,3,-0.7,8.75
64510,GBM00064510,2.08,11.48,600,2.083,11.483
64601,CTM00064601,5.97,15.63,1020,5.967,15.633
64610,CTM00064610,6.48,17.43,463,6.483,17.433
64650,CTM00064650,4.4,18.52,367,4.4,18.5167
64654,CTM00064654,8.4,20.65,508,8.4,20.65
64656,CTM00064656,4.73,22.83,498,4.733,22.833
64665,CTM00064665,4.32,21.18,406,4.317,21.183
64700,CDM00064700,12.13,15.03,295,12.1333,15.0333
64750,CDM00064750,9.15,18.38,365,9.15,18.3833
64756,CDM00064756,13.85,20.85,545,13.85,20.85
64860,CMM00064860,9.33,13.38,241,9.333,13.383
64870,CMM00064870,7.35,13.57,1104,7.35,13.5667
64893,CMM00064893,5.65,10.75,1210,5.65,10.75
64900,CMM00064900,5.55,12.37,1027,5.55,12.367
64950,CMM00064950,3.83,11.52,751,3.833,11.517
65123,NIM00065123,9.62,6.53,263,9.617,6.533
65125,NIM00065125,9.25,7.0,344,9.25,7.0
65257,NIM00065257,6.47,7.55,140,6.467,7.55
65306,BNM00065306,11.13,2.93,290,11.1333,2.9333
65330,BNM00065330,9.35,2.62,386,9.35,2.6167
65344,BNM00065344,6.35,2.38,5,6.35,2.3833
65387,TOM00065387,6.17,1.25,22,6.1667,1.25
65467,GHM00065467,4.88,-1.77,5,4.883,-1.767
65472,GHM00065472,5.6,-0.17,62,5.6,-0.1667
65503,UVM00065503,12.35,-1.52,316,12.35,-1.5167
65510,UVM00065510,11.17,-4.3,460,11.1667,-4.3
65528,IVM00065528,9.5,-7.57,433,9.5,-7.567
65536,IVM00065536,9.42,-5.62,381,9.417,-5.617
65555,IVM00065555,7.73,-5.07,376,7.733,-5.067
65578,IVM00065578,5.25,-3.93,6,5.25,-3.9333
65592,IVM00065592,4.42,-7.37,4,4.417,-7.367
65660,LIM00065660,6.25,-10.35,8,6.25,-10.35
66160,AOM00066160,-8.85,13.23,74,-8.85,13.233
67001,CNM00067001,-11.7,43.23,9,-11.7,43.233
67002,CNM00067001,-11.7,43.23,6,-11.7,43.233
67005,MFM00067005,-12.8,45.28,8,-12.8,45.2833
67009,MAM00067009,-12.35,49.3,114,-12.35,49.3
67012,MAM00067012,-13.32,48.32,10,-13.317,48.317
67017,MAM00067017,-13.37,50.0,6,-13.367,50.0
67019,MAM00067019,-14.63,47.77,105,-14.633,47.767
67023,MAM00067023,-14.28,50.17,5,-14.283,50.167
67025,MAM00067025,-15.0,50.33,6,-15.0,50.333
67027,MAM00067027,-15.67,46.35,26,-15.6667,46.35
67072,MAM00067072,-17.08,49.82,2,-17.083,49.817
67083,MAM00067083,-18.8,47.48,1276,-18.8,47.4833
67095,MAM00067095,-18.12,49.4,5,-18.1167,49.4
67113,MAM00067113,-19.83,48.8,5,-19.833,48.8
67117,MAM00067117,-20.28,44.32,7,-20.283,44.317
67131,MAM00067131,-21.75,43.37,5,-21.75,43.367
67137,MAM00067137,-21.45,47.1,1109,-21.45,47.1
67143,MAM00067143,-21.2,48.37,6,-21.2,48.367
67152,MAM00067152,-22.55,45.4,823,-22.55,45.4
67161,MAM00067161,-23.38,43.73,8,-23.383,43.733
67194,MAM00067194,-25.55,45.53,22,-25.55,45.533
67197,MAM00067197,-25.03,46.95,8,-25.0333,46.95
67237,MZM00067237,-15.1,39.28,437,-15.1,39.283
67261,MZM00067261,-16.18,33.58,123,-16.183,33.583
67283,MZM00067283,-17.88,36.88,7,-17.883,36.883
67297,MZM00067297,-19.8,34.9,10,-19.8,34.9
67323,MZM00067323,-23.87,35.38,14,-23.867,35.383
67341,MZM00067341,-25.92,32.57,39,-25.917,32.567
67423,MIM00067423,-9.95,33.88,529,-9.95,33.883
67441,ZAM00067441,-11.75,24.43,1363,-11.75,24.4333
67475,ZAM00067475,-10.22,31.13,1384,-10.217,31.133
67485,MIM00067485,-11.88,33.62,1351,-11.883,33.617
67489,MIM00067489,-11.45,34.02,1253,-11.45,34.017
67561,ZAM00067561,-13.0,28.65,1270,-13.0,28.65
67586,MIM00067586,-13.78,33.77,1229,-13.783,33.767
67597,MIM00067597,-13.75,34.58,512,-13.75,34.583
67633,ZAM00067633,-15.25,23.15,1053,-15.25,23.15
67666,ZAM00067666,-15.42,28.32,1280,-15.417,28.317
67743,ZAM00067743,-17.82,25.82,991,-17.817,25.817
67761,ZIM00067761,-16.52,28.88,518,-16.517,28.883
67765,ZIM00067765,-16.83,29.62,1344,-16.833,29.617
67774,ZIM00067774,-17.83,31.02,1472,-17.8333,31.0167
67775,ZIM00067775,-17.92,31.13,1503,-17.917,31.133
67781,ZIM00067781,-17.42,32.22,1244,-17.417,32.217
67843,ZIM00067843,-18.1,25.85,1062,-18.1,25.85
67861,ZIM00067861,-18.22,28.93,1282,-18.217,28.933
67867,ZIM00067867,-19.45,29.85,1429,-19.45,29.85
67869,ZIM00067869,-18.32,29.88,1157,-18.317,29.883
67964,ZIM00067964,-20.15,28.62,1344,-20.15,28.617
67975,ZIM00067975,-20.07,30.87,1095,-20.067,30.867
67977,ZIM00067977,-21.02,31.58,433,-21.017,31.583
67991,ZIM00067991,-22.22,30.0,456,-22.217,30.0
68014,WAM00068014,-19.6,18.12,1400,-19.6,18.117
68032,BCM00068032,-19.98,23.42,945,-19.9833,23.4167
68040,BCM00068040,-21.42,25.6,985,-21.417,25.6
68054,BCM00068054,-21.22,27.5,1000,-21.217,27.5
68110,WAM00068110,-22.57,17.1,1725,-22.5667,17.1
68112,WAM00068112,-22.48,17.47,1700,-22.483,17.467
68242,SFM00068242,-25.78,25.53,1281,-25.783,25.533
68244,BCM00068244,-24.67,25.92,1000,-24.667,25.917
68312,WAM00068312,-26.53,18.12,1061,-26.5333,18.1167
68328,BCM00068328,-26.05,22.45,1000,-26.05,22.45
68403,SFM00068406,-28.57,16.53,29,-28.567,16.533
68406,SFM00068406,-28.57,16.53,31,-28.567,16.533
68438,SFM00068438,-28.8,24.77,1196,-28.8,24.767
68442,SFM00068442,-29.1,26.3,1354,-29.1,26.3
68461,SFM00068461,-28.25,28.33,1678,-28.25,28.3333
68588,SFM00068588,-29.97,30.95,8,-29.9667,30.95
68816,SFM00068816,-33.97,18.6,46,-33.97,18.6
68906,SHM00068906,-40.35,-9.88,54,-40.35,-9.88
68994,SFM00068994,-46.88,37.87,22,-46.8831,37.8669
70086,USM00070086,70.13,-143.63,2,70.1333,-143.6333
70194,USM00070194,66.57,-145.27,131,66.567,-145.267
70200,USM00070200,64.5,-165.43,11,64.5072,-165.4347
70261,USM00070261,64.82,-147.87,138,64.8161,-147.8767
70267,USM00070267,64.0,-145.73,386,64.0,-145.733
70270,USM00070270,61.27,-149.65,115,61.2667,-149.65
70308,USM00070308,57.15,-170.22,13,57.15,-170.2167
70316,USM00070316,55.2,-162.72,30,55.2011,-162.7164
70361,USM00070361,59.52,-139.67,11,59.5167,-139.6667
70398,USM00070398,55.03,-131.57,36,55.0389,-131.5778
70414,USM00070414,52.72,174.1,29,52.7167,174.1
70454,USM00070454,51.88,-176.65,5,51.883,-176.65
71082,CAM00071082,82.5,-62.33,62,82.5,-62.3333
71109,CAM00071109,50.68,-127.37,24,50.685,-127.3758
71115,CAM00071115,50.23,-119.28,556,50.233,-119.283
71120,CAM00071120,54.42,-110.28,544,54.417,-110.283
71121,CAM00071121,53.67,-113.47,688,53.667,-113.467
71123,CAM00071123,53.32,-113.58,719,53.317,-113.583
71124,CAM00071124,54.75,-110.05,702,54.75,-110.05
71364,CAM00071957,68.32,-133.52,103,68.3167,-133.5167
71450,CAM00071450,51.13,-106.58,595,51.133,-106.583
71524,CAM00071524,45.82,-73.43,21,45.817,-73.433
71550,CAM00071855,51.1,-100.05,305,51.1,-100.05
71569,CAM00071569,50.2,-104.7,580,50.2,-104.7
71585,CAM00071932,56.65,-111.22,369,56.65,-111.217
71587,CAM00071802,47.52,-52.79,114,47.5167,-52.7833
71621,CAM00071621,44.12,-77.53,86,44.117,-77.533
71625,CAM00071625,45.95,-77.32,130,45.95,-77.317
71701,CAM00071701,45.83,-66.43,51,45.8333,-66.4333
71805,SBM00071805,46.77,-56.17,3,46.767,-56.167
71823,CAM00071823,53.75,-73.67,313,53.7572,-73.6792
71836,CAM00071836,51.27,-80.65,10,51.2667,-80.65
71852,CAM00071852,49.9,-97.23,239,49.9,-97.233
71853,CAM00071855,51.1,-100.05,305,51.1,-100.05
71855,CAM00071855,51.1,-100.05,305,51.1,-100.05
71863,CAM00071863,50.43,-104.67,577,50.433,-104.667
71867,CAM00071867,53.97,-101.1,271,53.9667,-101.1
71874,CAM00071874,49.63,-112.8,929,49.633,-112.8
71876,CAM00071876,52.77,-108.25,548,52.767,-108.25
71877,CAM00071877,51.11,-114.01,1084,51.117,-114.017
71893,CAM00071893,49.72,-124.9,24,49.7167,-124.9
71909,CAM00071909,63.75,-68.55,34,63.75,-68.55
71915,CAM00071915,64.2,-83.37,64,64.2,-83.3667
71928,CAM00071928,52.43,-114.91,988,52.433,-114.917
71932,CAM00071932,56.65,-111.22,369,56.65,-111.217
72203,USM00072203,26.68,-80.1,6,26.6847,-80.0994
72208,USM00072208,32.9,-80.03,14,32.895,-80.0275
72210,USM00072210,27.7,-82.4,13,27.7053,-82.4006
72213,USM00072213,31.25,-82.4,46,31.25,-82.4
72220,USM00072220,29.73,-85.03,6,29.733,-85.033
72221,USM00072221,30.48,-86.52,29,30.4833,-86.5167
72225,USM00072225,32.33,-84.83,130,32.333,-84.833
72228,USM00072228,33.57,-86.75,196,33.567,-86.75
72229,USM00072229,32.9,-87.25,140,32.9,-87.25
72232,USM00072232,29.33,-89.4,0,29.3333,-89.4
72233,USM00072233,30.33,-89.82,8,30.3369,-89.825
72235,USM00072235,32.32,-90.08,94,32.3189,-90.08
72239,USM00072239,31.03,-93.03,110,31.033,-93.033
72240,USM00072240,30.13,-93.22,5,30.1253,-93.2161
72243,USM00072243,29.97,-95.35,33,29.967,-95.35
72247,USM00072247,32.35,-94.65,124,32.35,-94.65
72251,USM00072251,27.77,-97.5,13,27.7789,-97.5056
72255,USM00072255,28.85,-96.92,35,28.85,-96.9167
72260,USM00072260,32.22,-98.18,402,32.2167,-98.1833
72261,USM00072261,29.37,-100.92,305,29.3744,-100.9183
72265,USM00072265,31.95,-102.18,874,31.9425,-102.1892
72268,USM00072268,33.3,-104.53,1104,33.3,-104.533
72281,USM00072281,32.82,-115.68,18,32.817,-115.683
72295,USM00072295,33.93,-118.4,38,33.933,-118.4
72303,USM00072303,35.17,-79.03,61,35.167,-79.033
72304,USM00072304,35.27,-75.55,3,35.2667,-75.55
72305,USM00072305,34.78,-76.88,11,34.7761,-76.8767
72318,USM00072318,37.2,-80.42,654,37.2039,-80.4142
72349,USM00072349,36.88,-93.9,406,36.8833,-93.9
72363,USM00072363,35.23,-101.7,1099,35.2331,-101.7092
72374,USM00072374,35.02,-110.72,2,35.0281,-110.7208
72387,USM00072387,36.62,-116.02,1009,36.6206,-116.0278
72393,USM00072393,34.75,-120.57,121,34.75,-120.5667
72414,USM00072414,38.37,-81.6,298,38.373,-81.6
72424,USM00072424,37.9,-85.97,230,37.9,-85.967
72425,USM00072425,38.37,-82.55,252,38.3667,-82.55
72435,USM00072435,37.07,-88.77,126,37.0667,-88.7667
72451,USM00072451,37.77,-99.97,791,37.7614,-99.9686
72455,USM00072455,39.1,-96.77,320,39.1,-96.767
72476,USM00072476,39.12,-108.53,1475,39.12,-108.525
72501,USM00072501,40.87,-72.87,20,40.865,-72.8628
72532,USM00072532,40.67,-89.68,201,40.6667,-89.6833
72534,USM00072534,41.78,-87.75,189,41.783,-87.75
72558,USM00072558,41.32,-96.37,350,41.32,-96.3669
72576,USM00072576,42.82,-108.73,1692,42.8167,-108.7333
72583,USM00072583,40.9,-117.8,1315,40.9019,-117.8072
72632,USM00072632,42.7,-83.47,329,42.6989,-83.4714
72655,USM00072655,45.55,-94.07,313,45.55,-94.0667
72659,USM00072659,45.45,-98.42,396,45.4556,-98.4133
72672,USM00072672,43.07,-108.48,1703,43.0647,-108.4767
72712,USM00072712,46.87,-68.02,163,46.8683,-68.0136
72764,USM00072764,46.78,-100.75,511,46.7717,-100.7594
72776,USM00072776,47.47,-111.38,1131,47.4614,-111.3847
72793,USM00072793,47.45,-122.3,130,47.45,-122.3
74003,USM00074003,40.17,-112.93,1325,40.1667,-112.9333
74486,USM00074486,40.65,-73.78,4,40.65,-73.7833
74531,USM00074531,38.97,-104.82,1999,38.967,-104.817
74570,USM00074570,39.83,-84.05,251,39.8333,-84.05
74606,USM00074606,34.65,-120.57,112,34.65,-120.567
74611,USM00074611,35.28,-116.62,716,35.281,-116.63
74618,USM00074618,35.27,-117.43,864,35.267,-117.433
74778,USM00074778,30.57,-86.32,48,30.567,-86.317
74792,USM00074792,33.85,-80.48,68,33.85,-80.483
76256,MXM00076256,27.95,-110.8,12,27.95,-110.8
76382,MXM00076382,25.53,-103.45,1124,25.533,-103.45
76394,MXM00076394,25.87,-100.23,448,25.8667,-100.2333
76595,MXM00076595,21.02,-86.85,10,21.0167,-86.85
76723,MXM00076723,18.72,-110.95,38,18.717,-110.95
78016,BDM00078016,32.37,-64.68,3,32.3669,-64.6772
78073,BFM00078073,25.05,-77.47,3,25.05,-77.4667
78118,TKM00078118,21.45,-71.15,8,21.45,-71.15
78325,CUM00078325,23.17,-82.35,50,23.167,-82.35
78501,HOM00078501,17.4,-83.93,9,17.4,-83.9333
78526,RQM00078526,18.43,-66.0,3,18.4317,-65.9919
78583,BHM00078583,17.53,-88.3,5,17.5333,-88.3
78637,GTM00078637,15.72,-88.6,2,15.717,-88.6
78647,GTM00078647,13.92,-90.82,2,13.917,-90.817
78861,ACM00078861,17.12,-61.78,22,17.117,-61.783
78897,GPM00078897,16.27,-61.52,11,16.2639,-61.5164
78925,MBM00078925,14.6,-61.0,4,14.6,-61.0
78954,BBM00078954,13.07,-59.48,50,13.0667,-59.4833
78970,TDM00078970,10.62,-61.35,12,10.6167,-61.35
78988,UCM00078988,12.2,-68.97,8,12.2,-68.9667
80222,COM00080222,4.7,-74.15,2546,4.7,-74.15
80259,COM00080259,3.55,-76.38,962,3.55,-76.3833
80407,VEM00080407,10.57,-71.73,65,10.567,-71.733
