p,t,tw,ti,z
953.0,-6.9,-6.93091325811475,-6.647933271659633,411.0
941.0,-3.9,-3.9,-3.711178088368013,510.0
926.0,-3.5,-3.5,-3.325673919749125,637.0
903.0,1.8,1.8,1.6862443082839198,839.0
850.0,0.8,0.8,0.7499075046420531,1326.0
771.0,-2.3,-2.3,-2.1665045313294358,2106.0
746.0,-0.9,-0.9,-0.8438237800728543,2369.0
700.0,-3.3,-3.3,-3.1070238453822587,2877.0
