NCEP_ID IGRA_ID LAT LON ELEV
61442 MRM00061442  18.1000 -15.9500     2
61497 MRM00061497  16.6000  -7.2700   269
61498 MRM00061498  16.6300 -11.4000   115
61641 SGM00061641  14.7300 -17.5000    27
61687 SGM00061687  13.7700 -13.6800    49
61831 GVM00061831   9.5700 -13.6200    49
61856 SLM00061856   8.6200 -13.2000    25
61902 SHM00061902  -7.9700 -14.4000    83
61931 TPM00061931   0.3800   6.7200     9
61971 SEM00063995  -9.3500  46.5300     4
61974 MPM00061974 -10.4300  56.7500     2
61976 TEM00061976 -15.8800  54.5200     8
61984 REM00061984 -21.3300  55.4800    53
61986 MPM00061986 -16.4500  59.6200     4
61988 MPM00061988 -19.6800  63.4200    59
61995 MPM00061995 -20.3000  57.5000   425
62002 LYM00062002  31.8700  10.9800   620
62019 LYM00062019  31.2000  16.5800    20
62055 LYM00062055  30.7200  20.1700     5
62103 LYM00062103  30.1300   9.5000   326
62120 LYM00062120  30.3800  13.5800   500
62161 LYM00062161  29.0300  21.5700    61
62176 LYM00062176  29.7500  24.5300    -2
62259 LYM00062259  25.8000  21.1300   259
62271 LYM00062271  24.2200  23.3000   407
62300 EGM00062305  31.5300  25.1800     4
62306 EGM00062306  31.3200  27.2200    28
62332 EGM00062332  31.2800  32.2300     6
62333 EGM00062332  31.2800  32.2300     2
62386 EGM00062387  28.0800  30.7300    40
62387 EGM00062387  28.0800  30.7300    39
62403 EGM00062403  26.2000  32.7500    96
62405 EGM00062405  25.6700  32.7000    93
62433 EGM00062405  25.6700  32.7000    82
62435 EGM00062435  25.4500  30.5300    78
62463 EGM00062463  27.1500  33.7200    14
62600 SUM00062600  21.8200  31.3500   150
62640 SUM00062640  19.5300  33.3200   312
62641 SUM00062641  19.5800  37.2200     3
62650 SUM00062650  19.1700  30.4800   226
62721 SUM00062721  15.6000  32.5500   383
62730 SUM00062730  15.4700  36.4000   500
62771 SUM00062771  13.1700  30.2300   574
62805 SUM00062805  11.7800  34.3800   474
62840 ODM00062840   9.5500  31.6500   387
62880 ODM00062880   7.7000  28.0200   438
62941 ODM00062941   4.8700  31.6000   460
63021 ERM00063021  15.2800  38.9200  2325
63125 DJM00063125  11.5500  43.1500    13
63450 ETM00063450   9.0300  38.7500  2354
63612 KEM00063612   3.1200  35.6200   506
63619 KEM00063619   3.5300  39.0500  1097
63624 KEM00063624   3.9300  41.8700   230
63661 KEM00063661   1.0200  35.0000  1875
63671 KEM00063671   1.7500  40.0700   244
63695 KEM00063695   0.0800  37.6500  1554
63705 UGM00063705   0.0500  32.4500  1155
63708 KEM00063708  -0.1000  34.7500  1146
63714 KEM00063714  -0.2700  36.1000  1901
63720 KEM00063720  -0.5000  37.4500  1493
63723 KEM00063723  -0.4700  39.6300   138
63729 TZM00063729  -1.3300  31.8200  1137
63737 KEM00063737  -1.1300  35.8300  1890
63741 KEM00063741  -1.3000  36.7500  1798
63756 TZM00063756  -2.4700  32.9200  1140
63766 KEM00063766  -2.2800  37.8300  1000
63791 TZM00063791  -3.4200  37.0700   891
63793 KEM00063793  -3.4000  38.5700   560
63799 KEM00063799  -3.2200  40.1000    24
63820 KEM00063820  -4.0300  39.6200    57
63844 TZM00063844  -5.0800  39.0700    38
63862 TZM00063862  -6.1700  35.7700  1120
63932 TZM00063932  -8.9300  33.4700  1707
63995 SEM00063995  -9.3500  46.5300     4
64210 CGM00064210  -4.3800  15.4300   309
64220 CGM00064220  -4.3700  15.2500   445
64450 CFM00064450  -4.2500  15.2500   319
64458 CFM00064458   1.6200  16.0500   352
64459 CFM00064459   1.6200  18.0700   335
64500 GBM00064500   0.4500   9.4200    12
64501 GBM00064501  -0.7000   8.7500     3
64510 GBM00064510   2.0800  11.4800   600
64601 CTM00064601   5.9700  15.6300  1020
64610 CTM00064610   6.4800  17.4300   463
64650 CTM00064650   4.4000  18.5200   367
64654 CTM00064654   8.4000  20.6500   508
64656 CTM00064656   4.7300  22.8300   498
64665 CTM00064665   4.3200  21.1800   406
64700 CDM00064700  12.1300  15.0300   295
64750 CDM00064750   9.1500  18.3800   365
64756 CDM00064756  13.8500  20.8500   545
64860 CMM00064860   9.3300  13.3800   241
64870 CMM00064870   7.3500  13.5700  1104
64893 CMM00064893   5.6500  10.7500  1210
64900 CMM00064900   5.5500  12.3700  1027
64950 CMM00064950   3.8300  11.5200   751
65123 NIM00065123   9.6200   6.5300   263
65125 NIM00065125   9.2500   7.0000   344
65257 NIM00065257   6.4700   7.5500   140
65306 BNM00065306  11.1300   2.9300   290
65330 BNM00065330   9.3500   2.6200   386
65344 BNM00065344   6.3500   2.3800     5
65387 TOM00065387   6.1700   1.2500    22
65467 GHM00065467   4.8800  -1.7700     5
65472 GHM00065472   5.6000  -0.1700    62
65503 UVM00065503  12.3500  -1.5200   316
65510 UVM00065510  11.1700  -4.3000   460
65528 IVM00065528   9.5000  -7.5700   433
65536 IVM00065536   9.4200  -5.6200   381
65555 IVM00065555   7.7300  -5.0700   376
65578 IVM00065578   5.2500  -3.9300     6
65592 IVM00065592   4.4200  -7.3700     4
65660 LIM00065660   6.2500 -10.3500     8
66160 AOM00066160  -8.8500  13.2300    74
67001 CNM00067001 -11.7000  43.2300     9
67002 CNM00067001 -11.7000  43.2300     6
67005 MFM00067005 -12.8000  45.2800     8
67009 MAM00067009 -12.3500  49.3000   114
67012 MAM00067012 -13.3200  48.3200    10
67017 MAM00067017 -13.3700  50.0000     6
67019 MAM00067019 -14.6300  47.7700   105
67023 MAM00067023 -14.2800  50.1700     5
67025 MAM00067025 -15.0000  50.3300     6
67027 MAM00067027 -15.6700  46.3500    26
67072 MAM00067072 -17.0800  49.8200     2
67083 MAM00067083 -18.8000  47.4800  1276
67095 MAM00067095 -18.1200  49.4000     5
67113 MAM00067113 -19.8300  48.8000     5
67117 MAM00067117 -20.2800  44.3200     7
67131 MAM00067131 -21.7500  43.3700     5
67137 MAM00067137 -21.4500  47.1000  1109
67143 MAM00067143 -21.2000  48.3700     6
67152 MAM00067152 -22.5500  45.4000   823
67161 MAM00067161 -23.3800  43.7300     8
67194 MAM00067194 -25.5500  45.5300    22
67197 MAM00067197 -25.0300  46.9500     8
67237 MZM00067237 -15.1000  39.2800   437
67261 MZM00067261 -16.1800  33.5800   123
67283 MZM00067283 -17.8800  36.8800     7
67297 MZM00067297 -19.8000  34.9000    10
67323 MZM00067323 -23.8700  35.3800    14
67341 MZM00067341 -25.9200  32.5700    39
67423 MIM00067423  -9.9500  33.8800   529
67441 ZAM00067441 -11.7500  24.4300  1363
67475 ZAM00067475 -10.2200  31.1300  1384
67485 MIM00067485 -11.8800  33.6200  1351
67489 MIM00067489 -11.4500  34.0200  1253
67561 ZAM00067561 -13.0000  28.6500  1270
67586 MIM00067586 -13.7800  33.7700  1229
67597 MIM00067597 -13.7500  34.5800   512
67633 ZAM00067633 -15.2500  23.1500  1053
67666 ZAM00067666 -15.4200  28.3200  1280
67743 ZAM00067743 -17.8200  25.8200   991
67761 ZIM00067761 -16.5200  28.8800   518
67765 ZIM00067765 -16.8300  29.6200  1344
67774 ZIM00067774 -17.8300  31.0200  1472
67775 ZIM00067775 -17.9200  31.1300  1503
67781 ZIM00067781 -17.4200  32.2200  1244
67843 ZIM00067843 -18.1000  25.8500  1062
67861 ZIM00067861 -18.2200  28.9300  1282
67867 ZIM00067867 -19.4500  29.8500  1429
67869 ZIM00067869 -18.3200  29.8800  1157
67964 ZIM00067964 -20.1500  28.6200  1344
67975 ZIM00067975 -20.0700  30.8700  1095
67977 ZIM00067977 -21.0200  31.5800   433
67991 ZIM00067991 -22.2200  30.0000   456
68014 WAM00068014 -19.6000  18.1200  1400
68032 BCM00068032 -19.9800  23.4200   945
68040 BCM00068040 -21.4200  25.6000   985
68054 BCM00068054 -21.2200  27.5000  1000
68110 WAM00068110 -22.5700  17.1000  1725
68112 WAM00068112 -22.4800  17.4700  1700
68242 SFM00068242 -25.7800  25.5300  1281
68244 BCM00068244 -24.6700  25.9200  1000
68312 WAM00068312 -26.5300  18.1200  1061
68328 BCM00068328 -26.0500  22.4500  1000
68403 SFM00068406 -28.5700  16.5300    29
68406 SFM00068406 -28.5700  16.5300    31
68438 SFM00068438 -28.8000  24.7700  1196
68442 SFM00068442 -29.1000  26.3000  1354
68461 SFM00068461 -28.2500  28.3300  1678
68588 SFM00068588 -29.9700  30.9500     8
68816 SFM00068816 -33.9700  18.6000    46
68906 SHM00068906 -40.3500  -9.8800    54
68994 SFM00068994 -46.8800  37.8700    22
70086 USM00070086  70.1300 -143.6300     2
70194 USM00070194  66.5700 -145.2700   131
70200 USM00070200  64.5000 -165.4300    11
70261 USM00070261  64.8200 -147.8700   138
70267 USM00070267  64.0000 -145.7300   386
70270 USM00070270  61.2700 -149.6500   115
70308 USM00070308  57.1500 -170.2200    13
70316 USM00070316  55.2000 -162.7200    30
70361 USM00070361  59.5200 -139.6700    11
70398 USM00070398  55.0300 -131.5700    36
70414 USM00070414  52.7200 174.1000    29
70454 USM00070454  51.8800 -176.6500     5
71082 CAM00071082  82.5000 -62.3300    62
71109 CAM00071109  50.6800 -127.3700    24
71115 CAM00071115  50.2300 -119.2800   556
71120 CAM00071120  54.4200 -110.2800   544
71121 CAM00071121  53.6700 -113.4700   688
71123 CAM00071123  53.3200 -113.5800   719
71124 CAM00071124  54.7500 -110.0500   702
71364 CAM00071957  68.3200 -133.5200   103
71450 CAM00071450  51.1300 -106.5800   595
71524 CAM00071524  45.8200 -73.4300    21
71550 CAM00071855  51.1000 -100.0500   305
71569 CAM00071569  50.2000 -104.7000   580
71585 CAM00071932  56.6500 -111.2200   369
71587 CAM00071802  47.5200 -52.7900   114
71621 CAM00071621  44.1200 -77.5300    86
71625 CAM00071625  45.9500 -77.3200   130
71701 CAM00071701  45.8300 -66.4300    51
71805 SBM00071805  46.7700 -56.1700     3
71823 CAM00071823  53.7500 -73.6700   313
71836 CAM00071836  51.2700 -80.6500    10
71852 CAM00071852  49.9000 -97.2300   239
71853 CAM00071855  51.1000 -100.0500   305
71855 CAM00071855  51.1000 -100.0500   305
71863 CAM00071863  50.4300 -104.6700   577
71867 CAM00071867  53.9700 -101.1000   271
71874 CAM00071874  49.6300 -112.8000   929
71876 CAM00071876  52.7700 -108.2500   548
71877 CAM00071877  51.1100 -114.0100  1084
71893 CAM00071893  49.7200 -124.9000    24
71909 CAM00071909  63.7500 -68.5500    34
71915 CAM00071915  64.2000 -83.3700    64
71928 CAM00071928  52.4300 -114.9100   988
71932 CAM00071932  56.6500 -111.2200   369
72203 USM00072203  26.6800 -80.1000     6
72208 USM00072208  32.9000 -80.0300    14
72210 USM00072210  27.7000 -82.4000    13
72213 USM00072213  31.2500 -82.4000    46
72220 USM00072220  29.7300 -85.0300     6
72221 USM00072221  30.4800 -86.5200    29
72225 USM00072225  32.3300 -84.8300   130
72228 USM00072228  33.5700 -86.7500   196
72229 USM00072229  32.9000 -87.2500   140
72232 USM00072232  29.3300 -89.4000     0
72233 USM00072233  30.3300 -89.8200     8
72235 USM00072235  32.3200 -90.0800    94
72239 USM00072239  31.0300 -93.0300   110
72240 USM00072240  30.1300 -93.2200     5
72243 USM00072243  29.9700 -95.3500    33
72247 USM00072247  32.3500 -94.6500   124
72251 USM00072251  27.7700 -97.5000    13
72255 USM00072255  28.8500 -96.9200    35
72260 USM00072260  32.2200 -98.1800   402
72261 USM00072261  29.3700 -100.9200   305
72265 USM00072265  31.9500 -102.1800   874
72268 USM00072268  33.3000 -104.5300  1104
72281 USM00072281  32.8200 -115.6800    18
72295 USM00072295  33.9300 -118.4000    38
72303 USM00072303  35.1700 -79.0300    61
72304 USM00072304  35.2700 -75.5500     3
72305 USM00072305  34.7800 -76.8800    11
72318 USM00072318  37.2000 -80.4200   654
72349 USM00072349  36.8800 -93.9000   406
72363 USM00072363  35.2300 -101.7000  1099
72374 USM00072374  35.0200 -110.7200     2
72387 USM00072387  36.6200 -116.0200  1009
72393 USM00072393  34.7500 -120.5700   121
72414 USM00072414  38.3700 -81.6000   298
72424 USM00072424  37.9000 -85.9700   230
72425 USM00072425  38.3700 -82.5500   252
72435 USM00072435  37.0700 -88.7700   126
72451 USM00072451  37.7700 -99.9700   791
72455 USM00072455  39.1000 -96.7700   320
72476 USM00072476  39.1200 -108.5300  1475
72501 USM00072501  40.8700 -72.8700    20
72532 USM00072532  40.6700 -89.6800   201
72534 USM00072534  41.7800 -87.7500   189
72558 USM00072558  41.3200 -96.3700   350
72576 USM00072576  42.8200 -108.7300  1692
72583 USM00072583  40.9000 -117.8000  1315
72632 USM00072632  42.7000 -83.4700   329
72655 USM00072655  45.5500 -94.0700   313
72659 USM00072659  45.4500 -98.4200   396
72672 USM00072672  43.0700 -108.4800  1703
72712 USM00072712  46.8700 -68.0200   163
72764 USM00072764  46.7800 -100.7500   511
72776 USM00072776  47.4700 -111.3800  1131
72793 USM00072793  47.4500 -122.3000   130
74003 USM00074003  40.1700 -112.9300  1325
74486 USM00074486  40.6500 -73.7800     4
74531 USM00074531  38.9700 -104.8200  1999
74570 USM00074570  39.8300 -84.0500   251
74606 USM00074606  34.6500 -120.5700   112
74611 USM00074611  35.2800 -116.6200   716
74618 USM00074618  35.2700 -117.4300   864
74778 USM00074778  30.5700 -86.3200    48
74792 USM00074792  33.8500 -80.4800    68
76256 MXM00076256  27.9500 -110.8000    12
76382 MXM00076382  25.5300 -103.4500  1124
76394 MXM00076394  25.8700 -100.2300   448
76595 MXM00076595  21.0200 -86.8500    10
76723 MXM00076723  18.7200 -110.9500    38
78016 BDM00078016  32.3700 -64.6800     3
78073 BFM00078073  25.0500 -77.4700     3
78118 TKM00078118  21.4500 -71.1500     8
78325 CUM00078325  23.1700 -82.3500    50
78501 HOM00078501  17.4000 -83.9300     9
78526 RQM00078526  18.4300 -66.0000     3
78583 BHM00078583  17.5300 -88.3000     5
78637 GTM00078637  15.7200 -88.6000     2
78647 GTM00078647  13.9200 -90.8200     2
78861 ACM00078861  17.1200 -61.7800    22
78897 GPM00078897  16.2700 -61.5200    11
78925 MBM00078925  14.6000 -61.0000     4
78954 BBM00078954  13.0700 -59.4800    50
78970 TDM00078970  10.6200 -61.3500    12
78988 UCM00078988  12.2000 -68.9700     8
80222 COM00080222   4.7000 -74.1500  2546
80259 COM00080259   3.5500 -76.3800   962
80407 VEM00080407  10.5700 -71.7300    65
80410 VEM00080410  10.0700 -69.3200   590
80413 VEM00080413  10.2500 -67.6500   408
80415 VEM00080415  10.6000 -66.9800    72
80419 VEM00080419  10.1200 -64.6800     9
80421 VEM00080421  10.9200 -63.9700    24
80425 VEM00080425   9.8200 -70.9300    27
80444 VEM00080444   8.1500 -63.5500    60
80447 VEM00080447   7.8500 -72.4500   404
80448 VEM00080448   7.2300 -70.8000   130
80450 VEM00080450   7.9000 -67.4200    73
80453 VEM00080453   7.3000 -61.4500   180
80462 VEM00080462   4.6000 -61.1200   896
80476 VEM00080476  10.5200 -71.6500    26
81202 NSM00081202   5.9500 -57.0300     4
81225 NSM00081225   5.4500 -55.2000    16
81250 NSM00081250   3.7800 -56.1500   288
81251 NSM00081251   2.0300 -56.1200   243
81253 NSM00081253   3.3700 -57.3300   148
81401 FGM00081401   5.5000 -54.0300     4
81402 FGM00081401   5.5000 -54.0300     4
81405 FGM00081405   4.8200 -52.3700     9
81408 FGM00081408   3.8800 -51.8000     7
81415 FGM00081415   3.6300 -54.0300   106
82022 BRM00082022   2.8300 -60.7000   140
82099 BRM00082099   0.0500 -51.0700    17
82193 BRM00082193  -1.3800 -48.4800    16
82244 BRM00082244  -2.4300 -54.7200    72
82281 BRM00082281  -2.6000 -44.2300    54
82332 BRM00082332  -3.1500 -59.9800    84
82400 BRM00082400  -3.8500 -32.4200    45
82533 BRM00082532  -5.8200 -61.2800    50
82571 BRM00082571  -5.5000 -45.2700    82
82579 BRM00082579  -5.0500 -42.8200    69
82586 BRM00082586  -5.2000 -39.3000   199
82599 BRM00082599  -5.9200 -35.2500    49
82678 BRM00082678  -6.7700 -43.0200   110
82765 BRM00082765  -7.3300 -47.4700   185
82784 BRM00082784  -7.3200 -39.3000   409
82791 BRM00082791  -7.0200 -37.2700   249
82825 BRM00082824  -8.7700 -63.9200   105
82917 BRM00082917 -10.0000 -67.8000   143
82965 BRM00082965  -9.8700 -56.1000   288
82993 BRM00082993  -9.5200 -35.7800   115
83063 BRM00083063 -10.7000 -48.4000   290
83096 BRM00083096 -10.9200 -37.0500     6
83182 BRM00083182 -11.3000 -41.8700   747
83236 BRM00083236 -12.1500 -45.0000   448
83288 BRM00083288 -13.2700 -43.4200   439
83361 BRM00083361 -15.6000 -56.1000   165
83362 BRM00083362 -15.6500 -56.1000   182
83378 BRM00083378 -15.8700 -47.9300  1061
83498 BRM00083498 -17.7300 -39.2500     4
83612 BRM00083612 -20.4700 -54.6700   559
83649 BRM00083649 -20.2700 -40.2800     4
83650 BRM00083650 -20.5000 -29.3200    21
83768 BRM00083768 -23.3300 -51.1300   570
83780 BRM00083780 -23.6200 -46.6500   802
83899 BRM00083899 -27.6700 -48.5500     5
83928 BRM00083928 -29.7800 -57.0300    74
83937 BRM00083937 -29.7200 -53.7000    85
83971 BRM00083971 -30.0000 -51.1800     3
83981 BRM00083981 -31.3500 -54.1200   180
84203 ECM00084203  -2.1500 -79.8800     4
84204 ECM00084203  -2.1500 -79.8800     5
84401 PEM00084416  -5.1800 -80.6000    49
85201 BLM00085201 -16.5200 -68.1800  4014
85469 CIM00085469 -27.1700 -109.4300    41
85543 CIM00085543 -32.7800 -71.5200     3
87047 ARM00087047 -24.8500 -65.4800  1216
87155 ARM00087155 -27.4500 -59.0500    53
87344 ARM00087344 -31.3200 -64.2200   484
87418 ARM00087418 -32.8300 -68.7800   705
87576 ARM00087576 -34.8200 -58.5300    20
87596 ARM00087596 -35.3700 -57.2800    16
87623 ARM00087623 -36.5700 -64.2700   190
87715 ARM00087715 -38.9500 -68.1300   270
87748 ARM00087748 -38.7300 -62.1700    75
87934 ARM00087934 -53.8000 -67.7500    10
88889 FKM00088889 -51.8200 -58.4500    74
88946 ARM00088946 -59.4500 -27.2700    15
88952 AYM00089063 -65.2500 -64.2700    10
89055 AYM00089055 -64.2300 -56.7200   198
89062 AYM00089062 -67.5700 -68.1300    15
89069 AYM00089063 -65.2500 -64.2700    11
89125 AYM00089125 -80.0200 -119.5300  1515
89512 AYM00089512 -70.7700  11.8300   102
89532 AYM00089532 -69.0000  39.5800    15
89542 AYM00089542 -67.6700  45.8500    40
89564 AYM00089564 -67.6000  62.8800    14
89592 AYM00089592 -66.5500  93.0200    35
89606 AYM00089606 -78.4500 106.8700  3420
89662 AYM00089662 -74.7000 164.1000    80
89664 AYM00089664 -77.8500 166.6700    24
91170 USM00091170  21.4800 -158.0300   256
91182 USM00091182  21.3500 -157.9300     2
91190 USM00091190  20.9000 -156.4300    17
91212 GQM00091212  13.4800 144.8000    91
91245 WQM00091245  19.2800 166.6500     4
91250 RMM00091250  11.3500 162.3500     4
91317 FMM00091317   7.3800 143.9200     2
91434 FMM00091434   1.0800 154.7700     3
91492 KRM00091492   2.0000 -157.4000     3
91532 NRM00091532  -0.5200 166.9200     0
91541 BPM00091541 -10.7000 165.8000    22
91554 NHM00091554 -15.5200 167.2200    41
91557 NHM00091557 -17.7000 168.3000    20
91558 NHM00091558 -17.7500 168.3000    18
91568 NHM00091568 -20.2300 169.7700     6
91577 NCM00091577 -20.5700 164.2800    23
91592 NCM00091592 -22.2700 166.4500    69
91610 KRM00091610   1.3500 172.9200     2
91650 FJM00091650 -12.5000 177.0500    26
91680 FJM00091680 -17.7500 177.4500    19
91700 KRM00091701  -2.7700 -171.7200     3
91701 KRM00091701  -2.7700 -171.7200     2
91762 WSM00091762 -13.8000 -171.7800     2
91765 AQM00091765 -14.3300 -170.7200     9
91792 TNM00091792 -21.2300 -175.1500    41
91801 CWM00091801  -9.0000 -158.0500     1
91925 FPM00091925  -9.8000 -139.0300    52
91929 FPM00091929 -16.4500 -151.7500     3
91938 FPM00091938 -17.5500 -149.6200     2
91943 FPM00091943 -14.4800 -145.0300     2
91944 FPM00091944 -18.0700 -140.9500     2
91954 FPM00091954 -23.3500 -149.4800     2
91958 FPM00091958 -27.6200 -144.3300     6
91997 NZM00093997 -29.2500 -177.9200    49
92014 PPM00094014  -5.2200 145.7800     5
92035 PPM00092035  -9.3800 147.2200    58
93072 NZM00093072 -36.3000 174.7000   452
93119 NZM00093119 -37.0200 174.8000     7
93292 NZM00093291 -38.6700 177.9800     8
93308 NZM00093308 -39.0200 174.1800    29
93334 NZM00093337 -39.4700 175.6800   821
93337 NZM00093337 -39.4700 175.6800   821
93417 NZM00093417 -40.9000 174.9800    12
93420 NZM00093417 -40.9000 174.9800     7
93431 NZM00093431 -41.3000 174.6300   548
93614 NZM00093614 -42.7200 170.9800    44
93615 NZM00093614 -42.7200 170.9800    45
93677 NZM00093677 -42.4200 173.7000   101
93678 NZM00093677 -42.4200 173.7000   101
93780 NZM00093780 -43.4800 172.5500    36
93844 NZM00093844 -46.4200 168.3200     2
93944 NZM00093944 -52.5500 169.1500    15
93945 NZM00093944 -52.5500 169.1500    19
93946 NZM00093944 -52.5500 169.1500    19
93947 NZM00093944 -52.5500 169.1500    19
93984 NZM00093986 -43.9500 -176.5700    49
93986 NZM00093986 -43.9500 -176.5700    48
93987 NZM00093986 -43.9500 -176.5700    48
93994 NZM00093997 -29.2500 -177.9200    49
93997 NZM00093997 -29.2500 -177.9200    46
94027 PPM00094027  -6.7300 147.0000    14
94085 PPM00094085  -4.2200 152.1800     5
94150 ASM00094150 -12.2700 136.8200    54
94170 ASM00094170 -12.6800 141.9200    22
94175 ASM00094175 -10.5800 142.2200    61
94203 ASM00094203 -17.9500 122.2300    17
94212 ASM00094212 -18.2300 127.6700   423
94259 ASM00094259 -17.7300 139.5300     8
94287 ASM00094287 -16.8800 145.7500     2
94294 ASM00094294 -19.2500 146.7700     5
94312 ASM00094312 -20.3800 118.6300    11
94332 ASM00094332 -20.6700 139.4800   339
94374 ASM00094374 -23.3800 150.4800    10
94403 ASM00094403 -28.8000 114.7000    38
94461 ASM00094461 -25.0300 128.3000   580
94610 ASM00094610 -31.9300 115.9700    21
94646 ASM00094646 -30.8300 128.1000   157
94653 ASM00094653 -32.1300 133.7000    24
94659 ASM00094659 -31.1500 136.8000   164
94672 ASM00094672 -34.9500 138.5300     6
94693 ASM00094693 -34.2300 142.0800    49
94750 ASM00094750 -34.9500 150.5300   108
94767 ASM00094767 -33.9500 151.1800     6
94791 ASM00094791 -30.3200 153.1200     5
94802 ASM00094802 -34.9500 117.8000    71
94821 ASM00094821 -37.7500 140.7800    64
94865 ASM00094865 -37.8700 144.7500    15
94866 ASM00094866 -37.6700 144.8300   110
94907 ASM00094907 -38.1000 147.1300     5
94975 ASM00094975 -42.8300 147.5000     2
94986 AYM00089564 -67.6000  62.8800    14
95646 ASM00094646 -30.8300 128.1000   156
96011 IDM00096011   5.5200  95.4200    21
96015 IDM00096015   4.2500  96.1200    90
96073 IDM00096073   1.5500  98.8800     3
96091 IDM00096091   0.9200 104.5300    17
96109 IDM00096109   0.4700 101.4500    31
96145 IDM00096145   3.2000 106.2500     3
96147 IDM00096147   3.9500 108.3800     2
96195 IDM00096195  -1.6300 103.6500    25
96221 IDM00096221  -2.9000 104.7000    10
96237 IDM00096237  -2.1700 106.1300    33
96249 IDM00096249  -2.7500 107.7500    50
96315 BXM00096315   4.9300 114.9300     5
96323 BXM00096323   4.5800 114.2000     3
96413 MYM00096413   1.4800 110.3300    26
96441 MYM00096441   3.2000 113.0300     3
96491 MYM00096491   5.9000 118.0700    12
96509 IDM00096509   3.3300 117.5700     6
96529 IDM00096529   2.1200 117.4500    26
96565 IDM00096565   0.8800 112.9300    53
96595 IDM00096595  -0.9500 114.9000    60
96633 IDM00096633  -1.2700 116.9000     3
96737 IDM00096737  -6.1200 106.1300    40
96739 IDM00096739  -6.2300 106.6500    46
96749 IDM00096749  -6.1200 106.6500     8
96773 IDM00096773  -6.5500 107.6700   110
96781 IDM00096781  -6.9000 107.5800   741
96791 IDM00096791  -6.7500 108.2700    50
96797 IDM00096797  -6.8500 109.1500    10
96801 IDM00096801  -7.3300 108.2500   335
96805 IDM00096805  -7.7300 109.0200     6
96881 IDM00096881  -7.6200 111.5200   110
96925 IDM00096925  -5.8500 112.6300     3
96947 IDM00096947  -7.9700 112.7000   526
96973 IDM00096973  -7.0500 113.9700     3
96987 IDM00096987  -8.2200 114.3800     5
96996 CKM00096996 -12.1800  96.8300     3
97008 IDM00097008   3.5800 125.4700    38
97014 IDM00097014   1.5300 124.9200    80
97028 IDM00097028   1.0200 120.8000     2
97048 IDM00097048   0.5200 123.0700     2
97072 IDM00097072  -0.6800 119.7300     6
97096 IDM00097096  -1.3800 120.7300     2
97146 IDM00097146  -4.1000 122.4300    50
97180 IDM00097180  -5.0700 119.5500    17
97182 IDM00097180  -5.0700 119.5500    14
97192 IDM00097192  -5.4700 122.6200     2
97230 IDM00097230  -8.7500 115.1700     1
97260 IDM00097260  -8.4300 117.4200     3
97270 IDM00097270  -8.5500 118.7000     2
97340 IDM00097340  -9.6700 120.3300    12
97385 TTM00097385  -9.2000 124.3700     2
97388 TTM00097388  -8.5500 126.5700   550
97395 TTM00097395  -8.5000 126.4000   527
97530 IDM00097530  -0.8800 134.0500     3
97560 IDM00097560  -1.1800 136.1200    14
97600 IDM00097600  -2.0800 126.0000     2
97686 IDM00097686  -4.0700 138.9500  1660
97690 IDM00097690  -2.5700 140.4800    96
97724 IDM00097724  -3.7000 128.0800    12
97760 IDM00097760  -3.6700 133.7500     3
97810 IDM00097810  -5.6800 132.7500    12
97900 IDM00097900  -7.9800 131.3000    24
97980 IDM00097980  -8.4700 140.3800     3
98135 RPM00098135  20.4500 121.9700    10
98223 RPM00098223  18.1800 120.5300     4
98322 RPM00098322  15.3200 120.3800   161
98327 RPM00098327  15.1700 120.5700   196
98426 RPM00098426  14.8000 120.2700    17
98444 RPM00098444  13.1500 123.7300    20
98630 RPM00098630  10.8500 121.0300     3
98653 RPM00098653   9.8000 125.5000    20
98753 RPM00098753   7.1200 125.6500    25
98836 RPM00098836   6.9000 122.0700     5
AYMD PPM00094014  -5.2200 145.7800     3
AYMO PPM00092044  -2.0500 147.4200     4
BOI USM00072681  43.5700 -116.2200   871
BVE USM00072232  29.3300 -89.4000     0
CNVQ CAM00071043  65.2800 -126.7500    94
CPQW CAM00071876  52.7700 -108.2500   548
CWEU CAM00071917  79.9800 -85.9300    10
CWEW CAM00071524  45.8200 -73.4300    21
CWIK CAM00071861  50.3800 -102.6800   602
CWIQ CAM00071124  54.7500 -110.0500   702
CWLO CAM00071853  49.7800 -99.6300   373
CWLT CAM00071082  82.5000 -62.3300    66
CWOK CAM00071450  51.1300 -106.5800   595
CWPG CAM00071851  49.9000 -98.2800   273
CWSE CAM00071119  53.5500 -114.1000   766
CWSY CAM00071051  72.0000 -125.2700    86
CXBK CAM00071569  50.2000 -104.7000   580
CXMM CAM00071932  56.6500 -111.2200   369
CXPS CAM00071119  53.5500 -114.1000   766
CXZV CAM00071811  50.2200 -66.2500    53
CYAH CAM00071823  53.7500 -73.6700   306
CYCX CAM00071701  45.8300 -66.4300    51
CYDN CAM00071855  51.1000 -100.0500   305
CYED CAM00071121  53.6700 -113.4700   688
CYIV CAM00071145  53.8500 -94.6500   237
CYMM CAM00071932  56.6500 -111.2200   369
CYOD CAM00071120  54.4200 -110.2800   544
CYPH CAM00071907  58.4700 -78.0800    25
CYPL CAM00071845  51.4500 -90.2000   386
CYQD CAM00071867  53.9700 -101.1000   271
CYQL CAM00071874  49.6300 -112.8000   929
CYQQ CAM00071893  49.7200 -124.9000    24
